TRUE:0 PRED:1 | 1121310909 2005.07.13 R33-M1-ND-C:J05-U11 2005-07-13-20.15.09.106661 R33-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.9651
TRUE:0 PRED:1 | 1125223894 2005.08.28 R56-M1-N9-C:J14-U01 2005-08-28-03.11.34.105667 R56-M1-N9-C:J14-U01 RAS KERNEL INFO iar 0014a150 dear 00a53af8
TRUE:0 PRED:1 | 1132320935 2005.11.18 R02-M1-NC-I:J18-U01 2005-11-18-05.35.35.752458 R02-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
TRUE:0 PRED:1 | 1128382008 2005.10.03 R63-M0-N4-I:J18-U01 2005-10-03-16.26.48.791418 R63-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts
TRUE:0 PRED:1 | 1121494125 2005.07.15 R36-M1-N2-C:J05-U11 2005-07-15-23.08.45.113982 R36-M1-N2-C:J05-U11 RAS KERNEL INFO generating core.29431
TRUE:0 PRED:1 | 1133310116 2005.11.29 R67-M1-N7 2005-11-29-16.21.56.855025 R67-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD
TRUE:0 PRED:1 | 1131128061 2005.11.04 R62-M0-N7-C:J16-U01 2005-11-04-10.14.21.410156 R62-M0-N7-C:J16-U01 RAS KERNEL INFO iar 001061cc dear 02f6667c
TRUE:0 PRED:1 | 1121313853 2005.07.13 R36-M1-N9-C:J17-U01 2005-07-13-21.04.13.288105 R36-M1-N9-C:J17-U01 RAS KERNEL INFO generating core.15648
TRUE:0 PRED:1 | 1128375498 2005.10.03 R23-M0-N8-C:J15-U11 2005-10-03-14.38.18.573730 R23-M0-N8-C:J15-U11 RAS KERNEL INFO CE sym 6, at 0x06ec7a20, mask 0x20
TRUE:0 PRED:1 | 1118769649 2005.06.14 R26-M0-N5-C:J08-U01 2005-06-14-10.20.49.630306 R26-M0-N5-C:J08-U01 RAS KERNEL FATAL program interrupt: illegal instruction......0
TRUE:0 PRED:1 | 1121496080 2005.07.15 R15-M1-N3-C:J15-U01 2005-07-15-23.41.20.270704 R15-M1-N3-C:J15-U01 RAS KERNEL INFO generating core.46536
TRUE:0 PRED:1 | 1121252326 2005.07.13 R26-M1-N1-C:J11-U01 2005-07-13-03.58.46.179005 R26-M1-N1-C:J11-U01 RAS KERNEL INFO 117400328 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1129166708 2005.10.12 R17-M1-N0-I:J18-U11 2005-10-12-18.25.08.543706 R17-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1133306326 2005.11.29 R21-M0-N8-I:J18-U01 2005-11-29-15.18.46.642475 R21-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2
TRUE:0 PRED:1 | 1134109056 2005.12.08 R64-M1-NC-I:J18-U01 2005-12-08-22.17.36.597185 R64-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1132062083 2005.11.15 R05-M0-NC-C:J04-U11 2005-11-15-05.41.23.201247 R05-M0-NC-C:J04-U11 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type
TRUE:0 PRED:1 | 1121597882 2005.07.17 R22-M0-N7-C:J17-U01 2005-07-17-03.58.02.994632 R22-M0-N7-C:J17-U01 RAS KERNEL INFO generating core.58328
TRUE:0 PRED:1 | 1121496570 2005.07.15 R07-M1-NA-C:J03-U11 2005-07-15-23.49.30.116304 R07-M1-NA-C:J03-U11 RAS KERNEL INFO generating core.22119
TRUE:0 PRED:1 | 1125083016 2005.08.26 R63-M1-NA-C:J03-U01 2005-08-26-12.03.36.439157 R63-M1-NA-C:J03-U01 RAS KERNEL INFO iar 003a92a0 dear 00b36898
TRUE:0 PRED:1 | 1135178837 2005.12.21 R62-M0-N4-I:J18-U01 2005-12-21-07.27.17.749308 R62-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160
TRUE:0 PRED:1 | 1133306285 2005.11.29 R60-M0-N4-I:J18-U01 2005-11-29-15.18.05.050463 R60-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2
TRUE:0 PRED:1 | 1129724002 2005.10.19 R21-M1-N4-C:J10-U01 2005-10-19-05.13.22.183386 R21-M1-N4-C:J10-U01 RAS KERNEL INFO CE sym 12, at 0x18e33e80, mask 0x04
TRUE:0 PRED:1 | 1121312172 2005.07.13 R25-M1-ND-C:J10-U11 2005-07-13-20.36.12.659925 R25-M1-ND-C:J10-U11 RAS KERNEL INFO generating core.5785
TRUE:0 PRED:1 | 1134601394 2005.12.14 R42-M1-N2-C:J03-U11 2005-12-14-15.03.14.212440 R42-M1-N2-C:J03-U11 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type
TRUE:0 PRED:1 | 1127243367 2005.09.20 NULL 2005-09-20-12.09.27.065172 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121312054 2005.07.13 R33-M1-NA-C:J12-U11 2005-07-13-20.34.14.390511 R33-M1-NA-C:J12-U11 RAS KERNEL INFO generating core.10645
TRUE:0 PRED:1 | 1121006676 2005.07.10 R30-M1-N9-C:J10-U01 2005-07-10-07.44.36.306387 R30-M1-N9-C:J10-U01 RAS KERNEL INFO generating core.32257
TRUE:0 PRED:1 | 1121901046 2005.07.20 R00-M1-NF-C:J04-U11 2005-07-20-16.10.46.120814 R00-M1-NF-C:J04-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121903735 2005.07.20 R12-M1-N5-C:J15-U11 2005-07-20-16.55.35.876056 R12-M1-N5-C:J15-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1131366881 2005.11.07 R60-M0-N0-I:J18-U01 2005-11-07-04.34.41.779706 R60-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1121313971 2005.07.13 R21-M0-NA-C:J11-U11 2005-07-13-21.06.11.111463 R21-M0-NA-C:J11-U11 RAS KERNEL INFO generating core.27197
TRUE:0 PRED:1 | 1121313974 2005.07.13 R21-M0-N9-C:J17-U11 2005-07-13-21.06.14.855951 R21-M0-N9-C:J17-U11 RAS KERNEL INFO generating core.27704
TRUE:0 PRED:1 | 1132584963 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-06.56.03.369673 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
TRUE:0 PRED:1 | 1125225361 2005.08.28 R05-M0-NC-I:J18-U11 2005-08-28-03.36.01.417658 R05-M0-NC-I:J18-U11 RAS KERNEL INFO NFS Mount failed on bglio91, slept 15 seconds, retrying (1)
TRUE:0 PRED:1 | 1132584089 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-06.41.29.787206 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
TRUE:0 PRED:1 | 1123914638 2005.08.12 R24-M0-N0-I:J18-U01 2005-08-12-23.30.38.435583 R24-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1121007023 2005.07.10 R36-M1-N0-C:J17-U11 2005-07-10-07.50.23.201865 R36-M1-N0-C:J17-U11 RAS KERNEL INFO generating core.32116
TRUE:0 PRED:1 | 1128719294 2005.10.07 R60-M1-N5-C:J09-U11 2005-10-07-14.08.14.709280 R60-M1-N5-C:J09-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
TRUE:0 PRED:1 | 1132969138 2005.11.25 R76-M0-NC-I:J18-U11 2005-11-25-17.38.58.840897 R76-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f8
TRUE:0 PRED:1 | 1120259762 2005.07.01 R37-M0-NE-C:J10-U01 2005-07-01-16.16.02.658866 R37-M0-NE-C:J10-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121172266 2005.07.12 R34-M0-N2-C:J04-U11 2005-07-12-05.44.26.319459 R34-M0-N2-C:J04-U11 RAS KERNEL INFO generating core.2263
TRUE:0 PRED:1 | 1131473805 2005.11.08 R62-M0-NE-C:J09-U01 2005-11-08-10.16.45.386821 R62-M0-NE-C:J09-U01 RAS KERNEL INFO iar 00105e84 dear 024701dc
TRUE:0 PRED:1 | 1121252377 2005.07.13 R30-M1-N2-C:J11-U11 2005-07-13-03.59.37.615097 R30-M1-N2-C:J11-U11 RAS KERNEL INFO 112762744 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121496041 2005.07.15 R17-M1-N6-C:J04-U11 2005-07-15-23.40.41.176362 R17-M1-N6-C:J04-U11 RAS KERNEL INFO generating core.8879
TRUE:0 PRED:1 | 1123609672 2005.08.09 R44-M0-N3 2005-08-09-10.47.52.703182 R44-M0-N3 NULL DISCOVERY SEVERE Can not get assembly information for node card
TRUE:0 PRED:1 | 1125083309 2005.08.26 R65-M1-N9-C:J16-U11 2005-08-26-12.08.29.680955 R65-M1-N9-C:J16-U11 RAS KERNEL INFO iar 003a9260 dear 00efcbc8
TRUE:0 PRED:1 | 1123110860 2005.08.03 NULL 2005-08-03-16.14.20.667595 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1132870645 2005.11.24 R77-M0-N4-I:J18-U01 2005-11-24-14.17.25.200932 R77-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00001a12
TRUE:0 PRED:1 | 1123914754 2005.08.12 R31-M1-N4-I:J18-U11 2005-08-12-23.32.34.800803 R31-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1121495754 2005.07.15 R21-M0-N9-C:J16-U11 2005-07-15-23.35.54.639346 R21-M0-N9-C:J16-U11 RAS KERNEL INFO generating core.55352
TRUE:0 PRED:1 | 1123608679 2005.08.09 R70-M0-N0 2005-08-09-10.31.19.671420 R70-M0-N0 NULL DISCOVERY SEVERE Can not get assembly information for node card
TRUE:0 PRED:1 | 1121598391 2005.07.17 R25-M1-NB-C:J11-U01 2005-07-17-04.06.31.496101 R25-M1-NB-C:J11-U01 RAS KERNEL INFO generating core.46425
TRUE:0 PRED:1 | 1127243216 2005.09.20 NULL 2005-09-20-12.06.56.253999 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1127163833 2005.09.19 R32-M1-N0-I:J18-U01 2005-09-19-14.03.53.806037 R32-M1-N0-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory
TRUE:0 PRED:1 | 1118709996 2005.06.13 R12-M1-NB-C:J09-U01 2005-06-13-17.46.36.623273 R12-M1-NB-C:J09-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1133928125 2005.12.06 R36-M0-N7-C:J09-U11 2005-12-06-20.02.05.596871 R36-M0-N7-C:J09-U11 RAS KERNEL INFO Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0x00544eb8, dear 0x01ef60a0 (3946285) iar 0x00544ea8, dear 0x01ef60c0 (3946286) iar 0x00544eb8, dear 0x01ef60e0 (3946287) iar 0x00544ee0, dear 0x01ef6100 (3946288) iar 0x00544ef0, dear 0x01ef6120 (3946289) iar 0x00544ee0, dear 0x01ef6140 (3946290) iar 0x00544ef0, dear 0x01ef6160
TRUE:0 PRED:1 | 1127154489 2005.09.19 R47-M0-N4-C:J07-U01 2005-09-19-11.28.09.693945 R47-M0-N4-C:J07-U01 RAS KERNEL INFO CE sym 8, at 0x0a2ae600, mask 0x10
TRUE:0 PRED:1 | 1120259871 2005.07.01 R33-M0-N6-C:J07-U01 2005-07-01-16.17.51.960797 R33-M0-N6-C:J07-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1133926732 2005.12.06 R27-M1-NF-C:J17-U01 2005-12-06-19.38.52.768522 R27-M1-NF-C:J17-U01 RAS KERNEL INFO Kernel detected 3747792 integer alignment exceptions (3747785) iar 0x00544ea8, dear 0x01fc9220 (3747786) iar 0x00544eb8, dear 0x01fc9240 (3747787) iar 0x00544ea8, dear 0x01fc9260 (3747788) iar 0x00544eb8, dear 0x01fc9280 (3747789) iar 0x00544ee0, dear 0x01fc92a0 (3747790) iar 0x00544ef0, dear 0x01fc92c0 (3747791) iar 0x00544ee0, dear 0x01fc92e0 (3747792) iar 0x00544ef0, dear 0x01fc9300
TRUE:0 PRED:1 | 1118773807 2005.06.14 R20-M1-N5-C:J13-U01 2005-06-14-11.30.07.879884 R20-M1-N5-C:J13-U01 RAS KERNEL FATAL core configuration register: 0x00002000
TRUE:0 PRED:1 | 1128114748 2005.09.30 R11-M1-NE-C:J17-U01 2005-09-30-14.12.28.114880 R11-M1-NE-C:J17-U01 RAS KERNEL INFO CE sym 9, at 0x11b9cc60, mask 0x04
TRUE:0 PRED:1 | 1128832724 2005.10.08 R03-M1-N9-C:J09-U11 2005-10-08-21.38.44.248283 R03-M1-N9-C:J09-U11 RAS KERNEL INFO CE sym 25, at 0x06c27c60, mask 0x40
TRUE:0 PRED:1 | 1133928278 2005.12.06 R26-M0-N9-C:J11-U01 2005-12-06-20.04.38.539848 R26-M0-N9-C:J11-U01 RAS KERNEL INFO Kernel detected 4909176 integer alignment exceptions (4909169) iar 0x00544ea8, dear 0x01fc8a40 (4909170) iar 0x00544eb8, dear 0x01fc8a60 (4909171) iar 0x00544ea8, dear 0x01fc8a80 (4909172) iar 0x00544eb8, dear 0x01fc8aa0 (4909173) iar 0x00544ee0, dear 0x01fc8ac0 (4909174) iar 0x00544ef0, dear 0x01fc8ae0 (4909175) iar 0x00544ee0, dear 0x01fc8b00 (4909176) iar 0x00544ef0, dear 0x01fc8b20
TRUE:0 PRED:1 | 1127265666 2005.09.20 R54-M1-N4-I:J18-U11 2005-09-20-18.21.06.263282 R54-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory
TRUE:0 PRED:1 | 1123110754 2005.08.03 NULL 2005-08-03-16.12.34.240816 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121252729 2005.07.13 R26-M0-N3-C:J08-U01 2005-07-13-04.05.29.216867 R26-M0-N3-C:J08-U01 RAS KERNEL INFO 111990296 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121006570 2005.07.10 R26-M1-N9-C:J02-U01 2005-07-10-07.42.50.396450 R26-M1-N9-C:J02-U01 RAS KERNEL INFO generating core.3851
TRUE:0 PRED:1 | 1120260870 2005.07.01 R20-M0-N5-C:J15-U01 2005-07-01-16.34.30.861885 R20-M0-N5-C:J15-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118769997 2005.06.14 R26-M0-N2-C:J05-U01 2005-06-14-10.26.37.865134 R26-M0-N2-C:J05-U01 RAS KERNEL FATAL data store interrupt caused by dcbf.........0
TRUE:0 PRED:1 | 1118773031 2005.06.14 R21-M0-N2-C:J17-U11 2005-06-14-11.17.11.514583 R21-M0-N2-C:J17-U11 RAS KERNEL FATAL floating pt ex mode 0 enable......0
TRUE:0 PRED:1 | 1123915673 2005.08.12 R66-M1-N4-I:J18-U01 2005-08-12-23.47.53.914235 R66-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1125238008 2005.08.28 R30-M0-N7-C:J09-U01 2005-08-28-07.06.48.138974 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10
TRUE:0 PRED:1 | 1121900708 2005.07.20 R35-M1-N5-C:J08-U11 2005-07-20-16.05.08.320371 R35-M1-N5-C:J08-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1118769991 2005.06.14 R26-M0-NA-C:J04-U11 2005-06-14-10.26.31.242578 R26-M0-NA-C:J04-U11 RAS KERNEL FATAL data store interrupt caused by dcbf.........0
TRUE:0 PRED:1 | 1121900596 2005.07.20 R24-M0-NB-C:J06-U11 2005-07-20-16.03.16.028154 R24-M0-NB-C:J06-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1127243528 2005.09.20 NULL 2005-09-20-12.12.08.547906 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1119309833 2005.06.20 R14-M1-N0-I:J18-U01 2005-06-20-16.23.53.944371 R14-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1132232535 2005.11.17 R64-M1-N4-I:J18-U01 2005-11-17-05.02.15.807696 R64-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1129166647 2005.10.12 R34-M1-N8-I:J18-U01 2005-10-12-18.24.07.100662 R34-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1123966497 2005.08.13 R61-M1-NC-I:J18-U01 2005-08-13-13.54.57.564471 R61-M1-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(pwd) failed: No such file or directory
TRUE:0 PRED:1 | 1121493806 2005.07.15 R36-M1-ND-C:J04-U11 2005-07-15-23.03.26.814988 R36-M1-ND-C:J04-U11 RAS KERNEL INFO generating core.59955
TRUE:0 PRED:1 | 1125084431 2005.08.26 R66-M1-ND-C:J09-U11 2005-08-26-12.27.11.743183 R66-M1-ND-C:J09-U11 RAS KERNEL INFO iar 003a9260 dear 012979b8
TRUE:0 PRED:1 | 1125082191 2005.08.26 R62-M1-NF-C:J09-U11 2005-08-26-11.49.51.360139 R62-M1-NF-C:J09-U11 RAS KERNEL INFO iar 003a9108 dear 00c07348
TRUE:0 PRED:1 | 1121312380 2005.07.13 R20-M0-N0-C:J02-U11 2005-07-13-20.39.40.465411 R20-M0-N0-C:J02-U11 RAS KERNEL INFO generating core.15967
TRUE:0 PRED:1 | 1129353114 2005.10.14 R13-M1-N3-C:J05-U11 2005-10-14-22.11.54.142836 R13-M1-N3-C:J05-U11 RAS KERNEL INFO CE sym 14, at 0x08d4e740, mask 0x01
TRUE:0 PRED:1 | 1118769530 2005.06.14 R27-M1-NA-C:J16-U11 2005-06-14-10.18.50.161104 R27-M1-NA-C:J16-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000
TRUE:0 PRED:1 | 1125084437 2005.08.26 R67-M0-NB-C:J12-U11 2005-08-26-12.27.17.234946 R67-M0-NB-C:J12-U11 RAS KERNEL INFO iar 003a9260 dear 0129a9a8
TRUE:0 PRED:1 | 1118769561 2005.06.14 R26-M0-N4-C:J16-U01 2005-06-14-10.19.21.829677 R26-M0-N4-C:J16-U01 RAS KERNEL FATAL exception syndrome register: 0x00800000
TRUE:0 PRED:1 | 1118765746 2005.06.14 R17-M1-N1-C:J12-U11 2005-06-14-09.15.46.266882 R17-M1-N1-C:J12-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1125083592 2005.08.26 R61-M1-ND-C:J17-U01 2005-08-26-12.13.12.965338 R61-M1-ND-C:J17-U01 RAS KERNEL INFO iar 003a92a0 dear 00fcc6b8
TRUE:0 PRED:1 | 1118699850 2005.06.13 R22-M0-NC-I:J18-U01 2005-06-13-14.57.30.126106 R22-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Message code 0 is not 51 or 4294967295
TRUE:0 PRED:1 | 1118765795 2005.06.14 R16-M1-N9-C:J16-U11 2005-06-14-09.16.35.364588 R16-M1-N9-C:J16-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1123110662 2005.08.03 NULL 2005-08-03-16.11.02.839771 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1125082746 2005.08.26 R63-M1-N6-C:J17-U01 2005-08-26-11.59.06.032773 R63-M1-N6-C:J17-U01 RAS KERNEL INFO 2201500 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118765858 2005.06.14 R11-M0-N7-C:J10-U01 2005-06-14-09.17.38.154403 R11-M0-N7-C:J10-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1120263044 2005.07.01 R36-M0-N5-C:J16-U11 2005-07-01-17.10.44.021307 R36-M0-N5-C:J16-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1128034565 2005.09.29 R20-M1-NB-C:J16-U11 2005-09-29-15.56.05.077911 R20-M1-NB-C:J16-U11 RAS KERNEL INFO CE sym 5, at 0x0e37bbe0, mask 0x40
TRUE:0 PRED:1 | 1131582323 2005.11.09 R63-M0-N8-C:J14-U11 2005-11-09-16.25.23.800081 R63-M0-N8-C:J14-U11 RAS KERNEL INFO iar 00106448 dear 0246dbbc
TRUE:0 PRED:1 | 1121311028 2005.07.13 R20-M1-ND-C:J05-U11 2005-07-13-20.17.08.205986 R20-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.17467
TRUE:0 PRED:1 | 1121308164 2005.07.13 R20-M1-N4-C:J02-U01 2005-07-13-19.29.24.480958 R20-M1-N4-C:J02-U01 RAS KERNEL INFO generating core.17999
TRUE:0 PRED:1 | 1120260976 2005.07.01 R30-M1-NE-C:J02-U01 2005-07-01-16.36.16.829568 R30-M1-NE-C:J02-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1122139727 2005.07.23 R04-M0-N4-C:J12-U01 2005-07-23-10.28.47.226151 R04-M0-N4-C:J12-U01 RAS KERNEL INFO 15 floating point alignment exceptions
TRUE:0 PRED:1 | 1121313580 2005.07.13 R26-M0-NB-C:J04-U01 2005-07-13-20.59.40.239374 R26-M0-NB-C:J04-U01 RAS KERNEL INFO generating core.14603
TRUE:0 PRED:1 | 1119803084 2005.06.26 R36-M0-ND-C:J13-U11 2005-06-26-09.24.44.819150 R36-M0-ND-C:J13-U11 RAS KERNEL INFO program interrupt: illegal instruction......1
TRUE:0 PRED:1 | 1131130552 2005.11.04 R62-M0-NC-C:J05-U01 2005-11-04-10.55.52.550384 R62-M0-NC-C:J05-U01 RAS KERNEL INFO iar 00106988 dear 02f7bd6c
TRUE:0 PRED:1 | 1123042536 2005.08.02 UNKNOWN_LOCATION 2005-08-02-21.15.36.811548 UNKNOWN_LOCATION NULL DISCOVERY SEVERE Can not get assembly information for node card
TRUE:0 PRED:1 | 1127264866 2005.09.20 R73-M1-NC-I:J18-U11 2005-09-20-18.07.46.603480 R73-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1118709955 2005.06.13 R10-M0-N1-C:J17-U11 2005-06-13-17.45.55.674418 R10-M0-N1-C:J17-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1118772772 2005.06.14 R21-M0-NF-C:J09-U01 2005-06-14-11.12.52.380819 R21-M0-NF-C:J09-U01 RAS KERNEL FATAL floating point instr. enabled.....1
TRUE:0 PRED:1 | 1121598678 2005.07.17 R10-M1-N6-C:J13-U11 2005-07-17-04.11.18.510363 R10-M1-N6-C:J13-U11 RAS KERNEL INFO generating core.237
TRUE:0 PRED:1 | 1118770236 2005.06.14 R25-M1-N3-C:J14-U11 2005-06-14-10.30.36.559680 R25-M1-N3-C:J14-U11 RAS KERNEL FATAL program interrupt: privileged instruction...0
TRUE:0 PRED:1 | 1121901286 2005.07.20 R04-M1-NE-C:J02-U11 2005-07-20-16.14.46.720905 R04-M1-NE-C:J02-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121599491 2005.07.17 R21-M0-N4-C:J13-U01 2005-07-17-04.24.51.040618 R21-M0-N4-C:J13-U01 RAS KERNEL INFO generating core.51421
TRUE:0 PRED:1 | 1121312337 2005.07.13 R31-M0-NC-C:J03-U01 2005-07-13-20.38.57.050498 R31-M0-NC-C:J03-U01 RAS KERNEL INFO generating core.5671
TRUE:0 PRED:1 | 1118766935 2005.06.14 R20-M1-NC-C:J05-U01 2005-06-14-09.35.35.569986 R20-M1-NC-C:J05-U01 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1118772810 2005.06.14 R27-M0-N9-C:J12-U01 2005-06-14-11.13.30.870052 R27-M0-N9-C:J12-U01 RAS KERNEL FATAL special purpose registers:
TRUE:0 PRED:1 | 1127243536 2005.09.20 NULL 2005-09-20-12.12.16.117396 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1127265535 2005.09.20 R23-M1-N8-I:J18-U11 2005-09-20-18.18.55.570301 R23-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory
